,District,Households surveyed,Women age 15-49 years interviewed,Men age 15-49 years interviewed,1. Population (female) age 6+ years who ever attended school (%),3. Sex ratio of the total population (females per 1000 males),4. Sex ratio at birth for children born in the last five years (females per 1000 males),8. Households using improved sanitation facility2 (%),9. Households using clean fuel for cooking3 (%),12. Women who are literate (%),13. Men who are literate (%),14. Women with 10 or more years of schooling (%),15. Women age 20-24 years married before age 18 years (%),19. Any modern method (%),30. Mothers who had at least 4 antenatal care visits (%),32. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),40. Institutional births (%),42. Home delivery conducted by skilled health personnel (out of total deliveries) (%),47. Children age 12-23 months fully immunized (BCG measles and 3 doses each of polio/DPT) (%),53. Children age 9-59 months who received a vitamin A dose in last 6 months (%),62. Children under age 3 years breastfed within one hour of birth8 (%),65. Breastfeeding children age 6-23 months receiving an adequate diet9 10 (%),67. Total children age 6-23 months receiving an adequate diet9 10 (%),68. Children under 5 years who are stunted11 (%),72. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),76. Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79. All women age 15-49 years who are anaemic (%),91. Cervix (%),92. Breast (%),93. Oral cavity (%),State,Region,Zone
985,Vellore,412.0,508.0,105.0,0.784,1.014,0.9039999999999999,0.7090000000000001,0.897,0.82,0.8740000000000001,0.539,0.11599999999999999,0.6409999999999999,0.9640000000000001,0.7,1.0,0.0,0.7809999999999999,0.6970000000000001,0.721,0.405,0.41100000000000003,0.301,0.14300000000000002,0.46799999999999997,0.604,0.179,0.08800000000000001,0.096,TN,Urban,Southern Zone
986,Vellore,411.0,446.0,73.0,0.726,1.06,1.404,0.376,0.6779999999999999,0.774,0.8340000000000001,0.455,0.11599999999999999,0.63,0.88,0.687,1.0,0.0,0.6970000000000001,0.802,0.701,0.09459317647058811,0.342,0.278,0.145,0.545,0.506,0.21899999999999997,0.10400000000000001,0.052000000000000005,TN,Rural,Southern Zone
988,Tiruvannamalai,647.0,728.0,114.0,0.669,1.014,0.825,0.212,0.578,0.69,0.871,0.4,0.22,0.493,0.836,0.5489999999999999,0.955,0.027000000000000003,0.581,0.847,0.491,0.226,0.284,0.245,0.192,0.5770000000000001,0.614,0.243,0.20600000000000002,0.325,TN,Rural,Southern Zone
990,Viluppuram,704.0,821.0,133.0,0.6729999999999999,1.032,0.7769999999999999,0.251,0.534,0.6709999999999999,0.716,0.40399999999999997,0.21899999999999997,0.483,0.8009999999999999,0.622,0.99,0.006,0.7170000000000001,0.677,0.456,0.174,0.322,0.314,0.198,0.575,0.637,0.32299999999999995,0.239,0.151,TN,Rural,Southern Zone
992,Salem,411.0,487.0,92.0,0.78,0.976,0.9550000000000001,0.596,0.833,0.8220000000000001,0.809,0.56,0.096,0.537,0.8220000000000001,0.675,1.0,0.0,0.775,0.66,0.541,0.249,0.23800000000000002,0.23399999999999999,0.11199999999999999,0.594,0.532,0.3,0.254,0.10800000000000001,TN,Urban,Southern Zone
993,Salem,418.0,501.0,81.0,0.667,1.0230000000000001,0.817,0.332,0.7,0.7140000000000001,0.894,0.474,0.259,0.494,0.7609999999999999,0.613,0.958,0.006999999999999999,0.713,0.684,0.376,0.09459317647058811,0.38799999999999996,0.295,0.128,0.439,0.5710000000000001,0.306,0.218,0.113,TN,Rural,Southern Zone
998,Erode,418.0,500.0,85.0,0.775,1.011,1.1,0.7190000000000001,0.943,0.7859999999999999,0.89,0.556,0.21899999999999997,0.65,0.691,0.626,1.0,0.0,0.774,0.6659999999999999,0.845,0.09459317647058811,0.314,0.21100000000000002,0.09300000000000001,0.45899999999999996,0.451,0.22899999999999998,0.138,0.053,TN,Urban,Southern Zone
1001,The Nilgiris,415.0,492.0,97.0,0.833,1.079,0.9800000000000001,0.613,0.7070000000000001,0.858,0.8909999999999999,0.615,0.17300000000000001,0.489,0.858,0.5489999999999999,1.0,0.0,0.8540000000000001,0.815,0.494,0.28800000000000003,0.308,0.32,0.10400000000000001,0.5479999999999999,0.5429999999999999,0.245,0.23,0.321,TN,Urban,Southern Zone
1004,Dindigul,416.0,474.0,81.0,0.7879999999999999,1.001,0.768,0.581,0.8220000000000001,0.8420000000000001,0.902,0.519,0.20199999999999999,0.568,0.917,0.706,0.977,0.016,0.794,0.6609999999999999,0.7090000000000001,0.09459317647058811,0.439,0.223,0.11199999999999999,0.402,0.519,0.165,0.11599999999999999,0.1,TN,Urban,Southern Zone
1005,Dindigul,417.0,521.0,92.0,0.6940000000000001,1.03,1.208,0.324,0.556,0.685,0.838,0.36,0.198,0.613,0.8740000000000001,0.654,1.0,0.0,0.8029999999999999,0.647,0.775,0.29600000000000004,0.34700000000000003,0.355,0.158,0.455,0.505,0.185,0.134,0.09,TN,Rural,Southern Zone
1008,Karur,408.0,490.0,71.0,0.69,1.092,1.035,0.332,0.6829999999999999,0.767,0.804,0.43,0.276,0.557,0.812,0.706,1.0,0.0,0.856,0.743,0.612,0.209,0.256,0.297,0.188,0.522,0.564,0.292,0.203,0.11699999999999999,TN,Rural,Southern Zone
1011,Tiruchirappalli,402.0,401.0,72.0,0.753,1.111,0.9789999999999999,0.314,0.517,0.7959999999999999,0.8690000000000001,0.47100000000000003,0.102,0.46399999999999997,0.813,0.648,0.977,0.006,0.588,0.81,0.489,0.09459317647058811,0.39399999999999996,0.313,0.223,0.626,0.6920000000000001,0.222,0.14,0.11199999999999999,TN,Rural,Southern Zone
1013,Perambalur,667.0,740.0,99.0,0.693,1.111,0.8779999999999999,0.299,0.58,0.731,0.846,0.45299999999999996,0.147,0.385,0.775,0.605,1.0,0.0,0.665,0.659,0.34,0.39799999999999996,0.456,0.243,0.185,0.5710000000000001,0.5920000000000001,0.34,0.268,0.183,TN,Rural,Southern Zone
1015,Ariyalur,728.0,709.0,107.0,0.685,1.056,0.844,0.262,0.444,0.68,0.897,0.41600000000000004,0.129,0.33899999999999997,0.779,0.529,0.9890000000000001,0.011000000000000001,0.55,0.7879999999999999,0.45799999999999996,0.198,0.316,0.374,0.174,0.465,0.586,0.268,0.191,0.368,TN,Rural,Southern Zone
1020,Nagapattinam,625.0,735.0,116.0,0.757,1.077,0.9890000000000001,0.324,0.483,0.7709999999999999,0.879,0.423,0.073,0.57,0.6940000000000001,0.542,1.0,0.0,0.42,0.659,0.52,0.106,0.212,0.272,0.264,0.43799999999999994,0.531,0.254,0.19899999999999998,0.073,TN,Rural,Southern Zone
1022,Thiruvarur,648.0,699.0,99.0,0.7859999999999999,1.0630000000000002,0.9890000000000001,0.386,0.335,0.8140000000000001,0.91,0.47600000000000003,0.083,0.568,0.841,0.745,0.996,0.0,0.731,0.736,0.557,0.29600000000000004,0.385,0.29,0.209,0.535,0.583,0.272,0.212,0.096,TN,Rural,Southern Zone
1025,Thanjavur,397.0,442.0,70.0,0.7390000000000001,1.041,0.8300000000000001,0.331,0.33,0.782,0.8440000000000001,0.45899999999999996,0.127,0.479,0.9129999999999999,0.725,0.988,0.004,0.7070000000000001,0.732,0.509,0.276,0.307,0.264,0.18,0.52,0.601,0.243,0.11,0.053,TN,Rural,Southern Zone
1027,Pudukkottai,664.0,726.0,92.0,0.696,1.099,0.951,0.25,0.27699999999999997,0.752,0.88,0.439,0.113,0.337,0.741,0.568,0.996,0.0,0.486,0.6579999999999999,0.39899999999999997,0.207,0.33899999999999997,0.28,0.26,0.48,0.54,0.326,0.192,0.145,TN,Rural,Southern Zone
1042,Ramanathapuram,383.0,393.0,42.0,0.7120000000000001,1.125,0.768,0.34600000000000003,0.425,0.741,0.895,0.369,0.174,0.28,0.655,0.536,0.986,0.013999999999999999,0.54,0.555,0.475,0.3,0.429,0.24600000000000002,0.22899999999999998,0.5329999999999999,0.506,0.27899999999999997,0.155,0.10800000000000001,TN,Rural,Southern Zone
1048,Tirunelveli,386.0,350.0,48.0,0.695,1.1019999999999999,1.061,0.37,0.644,0.721,0.912,0.37200000000000005,0.078,0.34299999999999997,0.738,0.433,1.0,0.0,0.517,0.631,0.5579999999999999,0.09459317647058811,0.335,0.318,0.192,0.614,0.634,0.292,0.152,0.111,TN,Rural,Southern Zone
1050,Kanniyakumari,662.0,682.0,99.0,0.9179999999999999,1.099,1.046,0.861,0.609,0.9520000000000001,0.914,0.753,0.042,0.431,0.813,0.687,0.991,0.009000000000000001,0.55,0.631,0.425,0.345,0.42200000000000004,0.158,0.125,0.384,0.451,0.177,0.138,0.127,TN,Urban,Southern Zone
1052,Dharmapuri,673.0,760.0,137.0,0.667,0.998,0.916,0.29100000000000004,0.669,0.708,0.851,0.425,0.287,0.539,0.875,0.519,0.987,0.013000000000000001,0.488,0.8490000000000001,0.408,0.099,0.21899999999999997,0.222,0.168,0.584,0.617,0.242,0.214,0.325,TN,Rural,Southern Zone
1054,Krishnagiri,633.0,847.0,149.0,0.6809999999999999,1.01,0.834,0.299,0.505,0.665,0.8109999999999999,0.442,0.239,0.633,0.868,0.8109999999999999,0.9440000000000001,0.005,0.897,0.6609999999999999,0.604,0.14300000000000002,0.268,0.29600000000000004,0.204,0.508,0.474,0.18100000000000002,0.139,0.071,TN,Rural,Southern Zone
1056,Coimbatore,637.0,746.0,141.0,0.8190000000000001,0.9800000000000001,0.753,0.637,0.903,0.8320000000000001,0.94,0.555,0.175,0.654,0.86,0.73,0.995,0.0,0.838,0.5760000000000001,0.534,0.17,0.308,0.254,0.114,0.406,0.531,0.16699999999999998,0.10099999999999999,0.062,TN,Urban,Southern Zone
1058,Tiruppur,416.0,447.0,86.0,0.7909999999999999,0.9789999999999999,1.065,0.575,0.94,0.805,0.8590000000000001,0.474,0.161,0.614,0.909,0.696,1.0,0.0,0.9,0.889,0.616,0.195,0.418,0.297,0.105,0.508,0.594,0.16699999999999998,0.07200000000000001,0.09,TN,Urban,Southern Zone
1059,Tiruppur,417.0,436.0,84.0,0.684,1.0,1.0699999999999998,0.408,0.8420000000000001,0.6970000000000001,0.9229999999999999,0.39,0.13,0.6579999999999999,0.861,0.645,1.0,0.0,1.0,0.915,0.523,0.09459317647058811,0.204,0.28600000000000003,0.14400000000000002,0.5379999999999999,0.5720000000000001,0.177,0.105,0.134,TN,Rural,Southern Zone
1061,Sheopur,793.0,903.0,122.0,0.508,0.9269999999999999,0.932,0.11199999999999999,0.076,0.377,0.797,0.09,0.33899999999999997,0.53,0.16,0.209,0.752,0.011000000000000001,0.457,0.579,0.43200000000000005,0.0,0.009000000000000001,0.501,0.439,0.78,0.618,0.154,0.038,0.040999999999999995,MP,Rural,Central Zone
1063,Morena,702.0,816.0,122.0,0.574,0.885,1.016,0.218,0.08800000000000001,0.539,0.838,0.161,0.28600000000000003,0.5720000000000001,0.36,0.154,0.919,0.005,0.614,0.5579999999999999,0.35600000000000004,0.042,0.039,0.505,0.301,0.6559999999999999,0.574,0.43799999999999994,0.192,0.162,MP,Rural,Central Zone
1065,Bhind,704.0,750.0,109.0,0.603,0.8390000000000001,0.843,0.212,0.07200000000000001,0.555,0.8109999999999999,0.21899999999999997,0.34299999999999997,0.557,0.263,0.217,0.8140000000000001,0.031,0.524,0.583,0.408,0.023,0.03,0.503,0.321,0.742,0.644,0.21899999999999997,0.034,0.032,MP,Rural,Central Zone
1067,Gwalior,936.0,1193.0,176.0,0.759,0.9019999999999999,0.833,0.6920000000000001,0.794,0.762,0.855,0.428,0.10300000000000001,0.48200000000000004,0.43,0.361,0.938,0.022000000000000002,0.514,0.622,0.258,0.033,0.024,0.42100000000000004,0.21,0.695,0.561,0.37,0.111,0.157,MP,Urban,Central Zone
1068,Gwalior,950.0,1132.0,183.0,0.546,0.86,0.899,0.301,0.129,0.475,0.759,0.10800000000000001,0.374,0.44,0.248,0.28300000000000003,0.7929999999999999,0.03,0.544,0.63,0.289,0.019,0.015,0.441,0.248,0.6709999999999999,0.601,0.431,0.16399999999999998,0.183,MP,Rural,Central Zone
1070,Datia,728.0,843.0,124.0,0.5670000000000001,0.8939999999999999,0.8300000000000001,0.23399999999999999,0.05,0.508,0.755,0.11199999999999999,0.44299999999999995,0.574,0.244,0.14300000000000002,0.826,0.01,0.48200000000000004,0.423,0.335,0.049,0.043,0.513,0.35,0.72,0.612,0.43200000000000005,0.07200000000000001,0.086,MP,Rural,Central Zone
1072,Shivpuri,770.0,904.0,153.0,0.511,0.908,1.083,0.113,0.046,0.391,0.7240000000000001,0.066,0.401,0.569,0.20199999999999999,0.152,0.848,0.013000000000000001,0.606,0.55,0.375,0.064,0.069,0.51,0.349,0.665,0.51,0.39799999999999996,0.20199999999999999,0.11699999999999999,MP,Rural,Central Zone
1074,Tikamgarh,727.0,841.0,117.0,0.562,0.913,0.905,0.098,0.08199999999999999,0.474,0.812,0.109,0.513,0.47200000000000003,0.191,0.134,0.795,0.025,0.326,0.505,0.34,0.032,0.039,0.5,0.324,0.6990000000000001,0.451,0.024,0.037000000000000005,0.047,MP,Rural,Central Zone
1076,Chhatarpur,673.0,754.0,105.0,0.555,0.9339999999999999,0.851,0.055999999999999994,0.022000000000000002,0.462,0.825,0.09300000000000001,0.491,0.503,0.15,0.142,0.797,0.016,0.42700000000000005,0.502,0.389,0.113,0.099,0.444,0.301,0.6970000000000001,0.495,0.025,0.094,0.076,MP,Rural,Central Zone
1078,Panna,774.0,795.0,118.0,0.584,0.925,0.763,0.132,0.05,0.529,0.72,0.166,0.342,0.414,0.127,0.165,0.7190000000000001,0.022000000000000002,0.262,0.47100000000000003,0.31,0.11900000000000001,0.11900000000000001,0.431,0.259,0.69,0.49200000000000005,0.054000000000000006,0.047,0.065,MP,Rural,Central Zone
1080,Sagar,631.0,659.0,86.0,0.679,0.9189999999999999,0.8550000000000001,0.17300000000000001,0.040999999999999995,0.584,0.88,0.159,0.426,0.45,0.129,0.177,0.7290000000000001,0.048,0.53,0.473,0.26,0.077,0.08,0.397,0.249,0.6779999999999999,0.385,0.07200000000000001,0.075,0.08800000000000001,MP,Rural,Central Zone
1082,Damoh,731.0,789.0,124.0,0.605,0.915,0.908,0.11800000000000001,0.024,0.516,0.8390000000000001,0.092,0.439,0.35600000000000004,0.214,0.184,0.635,0.034,0.53,0.469,0.485,0.066,0.073,0.43200000000000005,0.317,0.764,0.47,0.10400000000000001,0.063,0.13,MP,Rural,Central Zone
1084,Satna,695.0,761.0,104.0,0.618,0.9970000000000001,1.022,0.198,0.07400000000000001,0.614,0.894,0.172,0.392,0.504,0.174,0.149,0.804,0.037000000000000005,0.495,0.5820000000000001,0.33299999999999996,0.040999999999999995,0.039,0.445,0.253,0.7340000000000001,0.486,0.057,0.075,0.068,MP,Rural,Central Zone
1086,Rewa,746.0,898.0,127.0,0.627,1.009,0.9119999999999999,0.183,0.04,0.607,0.851,0.191,0.371,0.536,0.24,0.14800000000000002,0.797,0.032,0.478,0.631,0.46299999999999997,0.047,0.052000000000000005,0.413,0.24100000000000002,0.5489999999999999,0.40399999999999997,0.031,0.11,0.09300000000000001,MP,Rural,Central Zone
1088,Umaria,735.0,787.0,118.0,0.586,1.009,1.0390000000000001,0.10800000000000001,0.045,0.539,0.7120000000000001,0.11,0.39,0.48,0.14400000000000002,0.135,0.826,0.036000000000000004,0.6579999999999999,0.597,0.358,0.067,0.067,0.429,0.306,0.762,0.625,0.043,0.054000000000000006,0.053,MP,Rural,Central Zone
1090,Neemuch,650.0,800.0,123.0,0.5579999999999999,0.977,0.843,0.22,0.22699999999999998,0.47700000000000004,0.878,0.14,0.336,0.154,0.34299999999999997,0.198,0.8370000000000001,0.044000000000000004,0.42700000000000005,0.6759999999999999,0.22399999999999998,0.096,0.076,0.361,0.342,0.6859999999999999,0.522,0.271,0.188,0.154,MP,Rural,Central Zone
1092,Mandsaur,749.0,943.0,169.0,0.5539999999999999,0.9630000000000001,0.722,0.19699999999999998,0.14,0.474,0.847,0.109,0.545,0.17,0.308,0.09,0.866,0.027999999999999997,0.389,0.519,0.379,0.034,0.031,0.363,0.336,0.657,0.5,0.139,0.044000000000000004,0.06,MP,Rural,Central Zone
1094,Ratlam,652.0,731.0,112.0,0.517,0.9810000000000001,0.9460000000000001,0.17800000000000002,0.145,0.41700000000000004,0.821,0.087,0.514,0.264,0.29,0.161,0.8140000000000001,0.02,0.43799999999999994,0.622,0.083,0.08900000000000001,0.071,0.503,0.38799999999999996,0.772,0.56,0.21899999999999997,0.127,0.102,MP,Rural,Central Zone
1096,Ujjain,945.0,1269.0,186.0,0.764,0.958,0.931,0.755,0.841,0.753,0.925,0.37,0.23600000000000002,0.413,0.542,0.256,0.9229999999999999,0.008,0.601,0.8220000000000001,0.198,0.092,0.091,0.376,0.192,0.703,0.47100000000000003,0.287,0.099,0.139,MP,Urban,Central Zone
1097,Ujjain,943.0,1220.0,197.0,0.555,0.975,1.134,0.35600000000000004,0.204,0.46799999999999997,0.828,0.092,0.532,0.303,0.324,0.153,0.87,0.023,0.55,0.6809999999999999,0.185,0.07400000000000001,0.069,0.348,0.315,0.684,0.47600000000000003,0.20199999999999999,0.06,0.10400000000000001,MP,Rural,Central Zone
1099,Shajapur,747.0,853.0,121.0,0.525,0.907,0.8880000000000001,0.253,0.115,0.426,0.8370000000000001,0.11800000000000001,0.41200000000000003,0.526,0.546,0.278,0.961,0.006,0.6759999999999999,0.445,0.215,0.0,0.0,0.496,0.305,0.8029999999999999,0.525,0.452,0.07200000000000001,0.166,MP,Rural,Central Zone
1101,Dewas,656.0,801.0,126.0,0.59,0.9869999999999999,1.037,0.37799999999999995,0.168,0.556,0.87,0.152,0.377,0.551,0.35100000000000003,0.21,0.9009999999999999,0.003,0.645,0.643,0.29100000000000004,0.122,0.11,0.444,0.319,0.665,0.483,0.435,0.157,0.151,MP,Rural,Central Zone
1103,Dhar,746.0,992.0,146.0,0.504,1.01,0.97,0.244,0.168,0.439,0.72,0.13,0.35,0.515,0.289,0.155,0.757,0.01,0.623,0.645,0.158,0.145,0.115,0.442,0.335,0.767,0.575,0.434,0.23600000000000002,0.226,MP,Rural,Central Zone
1105,Indore,1693.0,2081.0,334.0,0.795,0.883,0.844,0.78,0.9440000000000001,0.7809999999999999,0.914,0.474,0.15,0.541,0.767,0.36700000000000005,0.961,0.012,0.605,0.624,0.23399999999999999,0.14400000000000002,0.12300000000000001,0.392,0.177,0.7140000000000001,0.465,0.425,0.10099999999999999,0.217,MP,Urban,Central Zone
1107,Khargone (West Nimar),792.0,1149.0,169.0,0.5660000000000001,0.969,1.002,0.239,0.217,0.483,0.8059999999999999,0.124,0.27699999999999997,0.716,0.349,0.221,0.7070000000000001,0.026000000000000002,0.627,0.799,0.2,0.055,0.065,0.493,0.39399999999999996,0.775,0.579,0.528,0.249,0.285,MP,Rural,Central Zone
1109,Barwani,792.0,1123.0,139.0,0.45399999999999996,0.998,0.849,0.113,0.098,0.325,0.47200000000000003,0.07200000000000001,0.503,0.504,0.228,0.177,0.45899999999999996,0.031,0.38299999999999995,0.49,0.349,0.032,0.034,0.545,0.452,0.831,0.662,0.188,0.078,0.115,MP,Rural,Central Zone
1111,Rajgarh,771.0,819.0,116.0,0.508,0.9560000000000001,1.053,0.10099999999999999,0.067,0.45899999999999996,0.755,0.128,0.418,0.517,0.337,0.158,0.866,0.037000000000000005,0.41600000000000004,0.462,0.341,0.0,0.0,0.397,0.384,0.637,0.501,0.16699999999999998,0.031,0.05,MP,Rural,Central Zone
1113,Vidisha,693.0,709.0,117.0,0.627,0.909,1.0230000000000001,0.161,0.069,0.539,0.757,0.102,0.447,0.23600000000000002,0.17,0.147,0.677,0.009000000000000001,0.389,0.41100000000000003,0.47,0.09,0.07200000000000001,0.43700000000000006,0.264,0.6890000000000001,0.424,0.073,0.043,0.075,MP,Rural,Central Zone
1115,Bhopal,745.0,878.0,135.0,0.8079999999999999,0.897,0.8789999999999999,0.703,0.865,0.799,0.955,0.486,0.11199999999999999,0.51,0.573,0.37799999999999995,0.9420000000000001,0.023,0.625,0.546,0.146,0.07,0.067,0.479,0.184,0.7809999999999999,0.47600000000000003,0.45899999999999996,0.106,0.19699999999999998,MP,Urban,Central Zone
1117,Sehore,747.0,854.0,135.0,0.5479999999999999,0.9259999999999999,0.9,0.373,0.124,0.544,0.843,0.166,0.395,0.5539999999999999,0.38,0.20199999999999999,0.867,0.023,0.55,0.613,0.31,0.075,0.066,0.33,0.271,0.6759999999999999,0.47200000000000003,0.35200000000000004,0.12300000000000001,0.147,MP,Rural,Central Zone
1119,Raisen,725.0,887.0,140.0,0.652,0.891,0.922,0.29100000000000004,0.10300000000000001,0.5720000000000001,0.799,0.141,0.32899999999999996,0.648,0.514,0.2,0.807,0.023,0.7609999999999999,0.7340000000000001,0.41700000000000004,0.044000000000000004,0.040999999999999995,0.47600000000000003,0.321,0.6990000000000001,0.509,0.517,0.204,0.215,MP,Rural,Central Zone
1121,Betul,700.0,845.0,118.0,0.644,0.994,0.8699999999999999,0.177,0.12300000000000001,0.634,0.757,0.24,0.151,0.609,0.32799999999999996,0.23600000000000002,0.716,0.026000000000000002,0.6829999999999999,0.679,0.47600000000000003,0.064,0.059000000000000004,0.374,0.304,0.614,0.556,0.047,0.022000000000000002,0.03,MP,Rural,Central Zone
1123,Harda,749.0,966.0,152.0,0.599,0.924,0.764,0.452,0.16399999999999998,0.535,0.73,0.09699999999999999,0.273,0.475,0.35700000000000004,0.177,0.758,0.013000000000000001,0.45799999999999996,0.693,0.27,0.009000000000000001,0.018000000000000002,0.426,0.24100000000000002,0.682,0.508,0.335,0.111,0.192,MP,Rural,Central Zone
1125,Hoshangabad,953.0,1244.0,193.0,0.818,0.953,1.0699999999999998,0.737,0.758,0.818,0.92,0.49700000000000005,0.134,0.423,0.514,0.377,0.98,0.013999999999999999,0.581,0.7559999999999999,0.249,0.035,0.036000000000000004,0.304,0.18,0.667,0.528,0.391,0.14800000000000002,0.203,MP,Urban,Central Zone
1126,Hoshangabad,949.0,1191.0,170.0,0.655,0.9179999999999999,0.9259999999999999,0.336,0.15,0.616,0.8740000000000001,0.17600000000000002,0.20600000000000002,0.53,0.445,0.228,0.86,0.026000000000000002,0.466,0.674,0.405,0.012,0.01,0.39299999999999996,0.255,0.674,0.5720000000000001,0.401,0.138,0.17600000000000002,MP,Rural,Central Zone
1128,Katni,724.0,848.0,125.0,0.645,0.994,1.223,0.128,0.055,0.605,0.797,0.15,0.299,0.46299999999999997,0.298,0.257,0.7559999999999999,0.054000000000000006,0.457,0.71,0.48,0.166,0.16399999999999998,0.489,0.294,0.67,0.531,0.052000000000000005,0.08199999999999999,0.08,MP,Rural,Central Zone
1130,Jabalpur,888.0,1090.0,148.0,0.8420000000000001,0.9570000000000001,0.8480000000000001,0.674,0.775,0.836,0.9129999999999999,0.51,0.073,0.534,0.659,0.49700000000000005,0.9229999999999999,0.016,0.618,0.67,0.46,0.071,0.064,0.281,0.185,0.563,0.457,0.07400000000000001,0.057999999999999996,0.061,MP,Urban,Central Zone
1131,Jabalpur,911.0,1016.0,161.0,0.6679999999999999,0.952,1.009,0.21600000000000003,0.10800000000000001,0.599,0.8340000000000001,0.18100000000000002,0.24100000000000002,0.711,0.48100000000000004,0.361,0.8420000000000001,0.008,0.736,0.706,0.525,0.069,0.057,0.44799999999999995,0.3,0.627,0.55,0.034,0.035,0.051,MP,Rural,Central Zone
1133,Narsimhapur,747.0,891.0,139.0,0.675,0.9029999999999999,0.874,0.317,0.081,0.612,0.848,0.18899999999999997,0.321,0.484,0.308,0.289,0.833,0.028999999999999998,0.485,0.625,0.28800000000000003,0.087,0.08,0.368,0.284,0.679,0.485,0.091,0.069,0.08,MP,Rural,Central Zone
1135,Dindori,863.0,994.0,129.0,0.584,1.012,0.891,0.05,0.019,0.495,0.782,0.11900000000000001,0.361,0.642,0.22,0.168,0.547,0.042,0.485,0.596,0.38,0.02,0.019,0.469,0.36200000000000004,0.6659999999999999,0.675,0.017,0.046,0.046,MP,Rural,Central Zone
1137,Mandla,782.0,846.0,137.0,0.604,1.065,0.9570000000000001,0.079,0.063,0.527,0.769,0.124,0.305,0.662,0.4,0.239,0.545,0.055,0.51,0.6659999999999999,0.536,0.037000000000000005,0.036000000000000004,0.39399999999999996,0.368,0.7140000000000001,0.7440000000000001,0.013999999999999999,0.034,0.027999999999999997,MP,Rural,Central Zone
1139,Chhindwara,677.0,881.0,126.0,0.626,0.945,0.917,0.23600000000000002,0.098,0.612,0.775,0.218,0.196,0.6559999999999999,0.374,0.36700000000000005,0.8340000000000001,0.018000000000000002,0.575,0.6829999999999999,0.369,0.11800000000000001,0.10300000000000001,0.371,0.317,0.688,0.522,0.057999999999999996,0.032,0.034,MP,Rural,Central Zone
1141,Seoni,795.0,979.0,134.0,0.6609999999999999,1.04,0.9560000000000001,0.171,0.08199999999999999,0.597,0.718,0.177,0.17800000000000002,0.711,0.405,0.39899999999999997,0.841,0.018000000000000002,0.529,0.6759999999999999,0.469,0.121,0.11599999999999999,0.336,0.33399999999999996,0.63,0.5770000000000001,0.091,0.037000000000000005,0.037000000000000005,MP,Rural,Central Zone
1143,Balaghat,764.0,909.0,111.0,0.721,1.073,1.046,0.22,0.076,0.708,0.8220000000000001,0.23399999999999999,0.09699999999999999,0.5720000000000001,0.371,0.345,0.821,0.043,0.607,0.61,0.523,0.046,0.044000000000000004,0.33399999999999996,0.449,0.7040000000000001,0.7,0.08900000000000001,0.040999999999999995,0.079,MP,Rural,Central Zone
1145,Guna,704.0,913.0,153.0,0.526,0.9119999999999999,1.006,0.156,0.066,0.361,0.741,0.09699999999999999,0.358,0.59,0.314,0.2,0.8759999999999999,0.013999999999999999,0.613,0.5760000000000001,0.451,0.017,0.032,0.42700000000000005,0.37200000000000005,0.68,0.45,0.55,0.273,0.17300000000000001,MP,Rural,Central Zone
1147,Ashoknagar,769.0,882.0,163.0,0.56,0.877,0.9380000000000001,0.129,0.068,0.47600000000000003,0.736,0.07200000000000001,0.36700000000000005,0.5760000000000001,0.392,0.146,0.7879999999999999,0.024,0.307,0.612,0.305,0.061,0.062,0.428,0.321,0.621,0.42200000000000004,0.36700000000000005,0.11199999999999999,0.087,MP,Rural,Central Zone
